genre_name,release_year,original_language,director_name,budget_tier,runtime_bucket
Fantasy,2014,en,Sergei Bodrov,4. High ($75-150M),2. 90-120 min
Action,2012,en,Tom Vaughan,3. Mid ($15-75M),2. 90-120 min
Horror,2009,en,Andrew Allan,1. Micro (<$1M),2. 90-120 min
War,2015,da,Tobias Lindholm,1. Micro (<$1M),2. 90-120 min
Action,2016,ja,Masamitsu Hidaka,1. Micro (<$1M),1. Under 90 min
Romance,1978,tr,Temel Gürsu,1. Micro (<$1M),1. Under 90 min
Drama,1983,en,Brian De Palma,3. Mid ($15-75M),4. 150-180 min
Action,2004,en,Robert Dornhelm,1. Micro (<$1M),4. 150-180 min
Romance,2001,cn,Patrick Leung Pak-Kin,1. Micro (<$1M),2. 90-120 min
Mystery,1976,fr,Joseph Losey,1. Micro (<$1M),3. 120-150 min
Romance,2008,ta,Sasi,1. Micro (<$1M),3. 120-150 min
Family,2014,da,Anders Walter,1. Micro (<$1M),1. Under 90 min
History,2020,en,Michael Almereyda,2. Low ($1-15M),2. 90-120 min
Animation,2018,en,Pierre Perifel,1. Micro (<$1M),1. Under 90 min
Horror,2020,en,Alejandro Molina,1. Micro (<$1M),2. 90-120 min
Romance,2021,en,Hernán Jiménez,1. Micro (<$1M),2. 90-120 min
Comedy,1927,en,Kirk DeMicco,1. Micro (<$1M),1. Under 90 min
Mystery,1999,en,Stanley Kubrick,3. Mid ($15-75M),4. 150-180 min
Action,2005,en,Joss Whedon,3. Mid ($15-75M),2. 90-120 min
TV Movie,2001,en,John Fawcett,1. Micro (<$1M),2. 90-120 min
Thriller,2006,en,Sean Stanek,1. Micro (<$1M),1. Under 90 min
Crime,1988,en,David Zucker,2. Low ($1-15M),1. Under 90 min
Thriller,1981,en,Bob Brooks,1. Micro (<$1M),2. 90-120 min
Drama,2001,de,Peter Lohmeyer,1. Micro (<$1M),1. Under 90 min
Action,2011,en,Aaron Harvey,2. Low ($1-15M),2. 90-120 min
Drama,2019,en,Trey Edward Shults,2. Low ($1-15M),3. 120-150 min
Horror,2017,en,Trevor Goober,1. Micro (<$1M),1. Under 90 min
Action,2024,tr,Onur Ünlü,1. Micro (<$1M),2. 90-120 min
Drama,2025,fr,Guillaume Plas,1. Micro (<$1M),1. Under 90 min
Adventure,2005,en,Andrew Adamson,5. Blockbuster ($150M+),3. 120-150 min
Action,2010,en,Joseph Kosinski,5. Blockbuster ($150M+),3. 120-150 min
Romance,2011,fr,Laurent Bouhnik,2. Low ($1-15M),2. 90-120 min
Romance,2015,en,David O. Russell,3. Mid ($15-75M),2. 90-120 min
Action,2025,en,Paul W. S. Anderson,3. Mid ($15-75M),2. 90-120 min
Comedy,2020,en,Guy Ritchie,3. Mid ($15-75M),2. 90-120 min
Family,2019,en,Kirby Atkins,1. Micro (<$1M),2. 90-120 min
Comedy,2022,en,Adam Nee,3. Mid ($15-75M),2. 90-120 min
Drama,2007,en,Brian De Palma,2. Low ($1-15M),2. 90-120 min
Comedy,2010,hi,Anusha Rizvi,2. Low ($1-15M),2. 90-120 min
Romance,2011,de,Sergej Moya,1. Micro (<$1M),1. Under 90 min
Crime,2012,en,Chris Fisher,1. Micro (<$1M),1. Under 90 min
Drama,2013,en,Ron Howard,3. Mid ($15-75M),3. 120-150 min
Family,2014,en,Carlos Saldanha,4. High ($75-150M),2. 90-120 min
Thriller,2025,en,Rich Lee,2. Low ($1-15M),2. 90-120 min
Animation,"",en,Leah Nelson,1. Micro (<$1M),1. Under 90 min
Action,2004,en,Oliver Stone,5. Blockbuster ($150M+),4. 150-180 min
Western,1961,en,Michael Carreras,1. Micro (<$1M),1. Under 90 min
Crime,2003,bn,Sandip Ray,1. Micro (<$1M),2. 90-120 min
Music,2018,en,Bradley Cooper,3. Mid ($15-75M),3. 120-150 min
Thriller,2022,en,Damien Leone,1. Micro (<$1M),3. 120-150 min
Comedy,2020,de,Wolfgang Murnberger,1. Micro (<$1M),1. Under 90 min
Comedy,1978,en,Randal Kleiser,2. Low ($1-15M),2. 90-120 min
Horror,1984,en,Joe Dante,2. Low ($1-15M),2. 90-120 min
Action,2017,en,Patty Jenkins,4. High ($75-150M),3. 120-150 min
Crime,2017,en,Matthew Vaughn,4. High ($75-150M),3. 120-150 min
Adventure,2025,en,Nick Hamm,1. Micro (<$1M),3. 120-150 min
Romance,2006,zh,Lou Ye,1. Micro (<$1M),3. 120-150 min
Drama,1975,hi,Hrishikesh Mukherjee,1. Micro (<$1M),3. 120-150 min
Comedy,2001,fr,Jacques Rivette,1. Micro (<$1M),4. 150-180 min
Horror,1985,tl,Jun Raquiza,1. Micro (<$1M),3. 120-150 min
Comedy,2015,ko,Kim Hyeon-Bin,1. Micro (<$1M),2. 90-120 min
Horror,2014,en,Adam Wimpenny,1. Micro (<$1M),2. 90-120 min
Drama,2015,en,Jeff Probst,1. Micro (<$1M),2. 90-120 min
Horror,2022,en,Ti West,2. Low ($1-15M),2. 90-120 min
Drama,1987,en,Joel Schumacher,2. Low ($1-15M),2. 90-120 min
Comedy,1990,en,Bob Logan,1. Micro (<$1M),1. Under 90 min
Romance,1998,en,William Nicholson,1. Micro (<$1M),2. 90-120 min
Drama,1985,it,Ettore Scola,1. Micro (<$1M),2. 90-120 min
Thriller,2013,en,Mark Jones,2. Low ($1-15M),1. Under 90 min
Comedy,2019,en,Jennifer Lee,5. Blockbuster ($150M+),2. 90-120 min
Animation,2019,ja,Makoto Shinkai,1. Micro (<$1M),2. 90-120 min
Action,2025,en,Louis Mandylor,2. Low ($1-15M),2. 90-120 min
Animation,1986,ja,Hayao Miyazaki,2. Low ($1-15M),3. 120-150 min
Thriller,2013,en,Vincenzo Natali,1. Micro (<$1M),2. 90-120 min
Drama,2003,en,Robert J. Wilson,1. Micro (<$1M),2. 90-120 min
Action,2002,en,Destin Daniel Cretton,1. Micro (<$1M),1. Under 90 min
Action,2026,pl,Damian Matyasik,1. Micro (<$1M),1. Under 90 min
Drama,2025,en,Jesse Armstrong,1. Micro (<$1M),2. 90-120 min
Adventure,2010,en,Steve Pink,3. Mid ($15-75M),2. 90-120 min
Action,2018,en,Jeff Tomsic,3. Mid ($15-75M),2. 90-120 min
Drama,1998,en,John McNaughton,3. Mid ($15-75M),2. 90-120 min
Thriller,2009,en,Robert Connolly,1. Micro (<$1M),2. 90-120 min
Mystery,2010,en,Brandon Vietti,1. Micro (<$1M),1. Under 90 min
Romance,1958,en,Michael Kidd,1. Micro (<$1M),2. 90-120 min
Science Fiction,2018,en,Ashlea Wessel,1. Micro (<$1M),1. Under 90 min
Romance,2025,it,Stefano Sardo,2. Low ($1-15M),2. 90-120 min
Crime,1997,en,Quentin Tarantino,2. Low ($1-15M),4. 150-180 min
Drama,2006,it,Emanuele Crialese,1. Micro (<$1M),2. 90-120 min
Drama,1988,it,Giuseppe Tornatore,2. Low ($1-15M),3. 120-150 min
Comedy,1977,en,John Waters,1. Micro (<$1M),2. 90-120 min
Romance,1956,en,Robert D. Webb,2. Low ($1-15M),1. Under 90 min
Music,2011,en,James Bobin,3. Mid ($15-75M),2. 90-120 min
Adventure,2018,en,Jimmy Chin,1. Micro (<$1M),2. 90-120 min
Animation,2023,en,Jeff Rowe,4. High ($75-150M),2. 90-120 min
Drama,2021,en,Frankie Gaddo,1. Micro (<$1M),2. 90-120 min
Action,2024,fr,Juan Carlos Medina,1. Micro (<$1M),2. 90-120 min
Thriller,2025,en,Robert Enriquez,1. Micro (<$1M),2. 90-120 min
Drama,2011,hi,Onir,1. Micro (<$1M),2. 90-120 min
History,2012,en,J. A. Bayona,3. Mid ($15-75M),2. 90-120 min
Drama,1955,en,Dick Ross,1. Micro (<$1M),1. Under 90 min
Drama,2015,es,Pablo Trapero,2. Low ($1-15M),2. 90-120 min
Comedy,2020,en,Stephen Gaghan,5. Blockbuster ($150M+),2. 90-120 min
Documentary,2017,es,Oriol Colomar,1. Micro (<$1M),1. Under 90 min
Romance,2024,tr,Erdem Tepegöz,1. Micro (<$1M),2. 90-120 min
Drama,1954,en,Billy Wilder,2. Low ($1-15M),2. 90-120 min
Drama,2020,it,Stefano Mordini,1. Micro (<$1M),2. 90-120 min
Horror,2025,en,Chris Stuckmann,2. Low ($1-15M),2. 90-120 min
Animation,1995,ja,Mamoru Oshii,2. Low ($1-15M),1. Under 90 min
Drama,2001,en,Christina Wayne,2. Low ($1-15M),2. 90-120 min
Mystery,2009,en,Dan Eckman,2. Low ($1-15M),2. 90-120 min
Thriller,2023,en,David Fincher,5. Blockbuster ($150M+),2. 90-120 min
Action,1990,en,Dennis Hopper,1. Micro (<$1M),2. 90-120 min
Drama,1960,sv,Ingmar Bergman,1. Micro (<$1M),1. Under 90 min
Horror,1989,en,Rupert Hitzig,1. Micro (<$1M),2. 90-120 min
Horror,2013,en,James Wan,2. Low ($1-15M),2. 90-120 min
Science Fiction,2016,en,Jeff Nichols,3. Mid ($15-75M),2. 90-120 min
Crime,2016,en,Edward Zwick,3. Mid ($15-75M),2. 90-120 min
Music,1996,en,Marc Forster,1. Micro (<$1M),1. Under 90 min
War,2023,en,Andrew Legge,1. Micro (<$1M),1. Under 90 min
Drama,2024,en,Taylor McFadden,1. Micro (<$1M),2. 90-120 min
Drama,2008,de,Helma Sanders-Brahms,1. Micro (<$1M),2. 90-120 min
Romance,1998,en,Lisa Cholodenko,1. Micro (<$1M),2. 90-120 min
Comedy,2021,en,Chloé Lesueur,1. Micro (<$1M),1. Under 90 min
Animation,2017,fr,Marvin Archaimbault,1. Micro (<$1M),1. Under 90 min
Fantasy,1992,en,Sam Raimi,2. Low ($1-15M),1. Under 90 min
Comedy,1993,fr,Alexandre Jardin,1. Micro (<$1M),1. Under 90 min
Horror,2013,en,David Guy Levy,1. Micro (<$1M),2. 90-120 min
Action,2015,en,Jaume Collet-Serra,3. Mid ($15-75M),2. 90-120 min
Action,2023,en,Robert Lorenz,1. Micro (<$1M),2. 90-120 min
Crime,2013,en,Seth Gordon,3. Mid ($15-75M),2. 90-120 min
Music,2003,en,Norwood Cheek,1. Micro (<$1M),1. Under 90 min
Thriller,2023,en,David Gordon Green,3. Mid ($15-75M),2. 90-120 min
Comedy,2025,ta,Sarang Thiagu,1. Micro (<$1M),3. 120-150 min
Action,2025,es,Ariel Winograd,1. Micro (<$1M),2. 90-120 min
Romance,2008,en,George Clooney,3. Mid ($15-75M),2. 90-120 min
Drama,1974,es,Pedro Olea,1. Micro (<$1M),1. Under 90 min
Comedy,2016,en,Jeff Baena,1. Micro (<$1M),2. 90-120 min
Thriller,"",en,Kevin Kölsch,1. Micro (<$1M),1. Under 90 min
War,2018,en,Joe Oliver,1. Micro (<$1M),1. Under 90 min
Science Fiction,2022,fr,Jean-Pierre Jeunet,2. Low ($1-15M),2. 90-120 min
Thriller,2022,en,Erin Vassilopoulos,1. Micro (<$1M),2. 90-120 min
Drama,2025,ja,Kei Ishikawa,1. Micro (<$1M),3. 120-150 min
Adventure,1974,en,Guy Hamilton,2. Low ($1-15M),3. 120-150 min
Action,1994,en,Luis Llosa,3. Mid ($15-75M),2. 90-120 min
Thriller,2007,en,Gavin Hood,3. Mid ($15-75M),3. 120-150 min
Family,2003,en,Jim Kammerud,1. Micro (<$1M),1. Under 90 min
Animation,1996,ja,Hiroshi Negishi,1. Micro (<$1M),2. 90-120 min
War,1943,en,Lewis Seiler,1. Micro (<$1M),2. 90-120 min
Romance,2016,ko,Park Chan-wook,2. Low ($1-15M),3. 120-150 min
Science Fiction,2019,en,Anthony Russo,5. Blockbuster ($150M+),5. 180+ min
Adventure,2017,en,Paul King,3. Mid ($15-75M),2. 90-120 min
Comedy,2010,en,Chad Costen,1. Micro (<$1M),1. Under 90 min
Drama,2025,it,Gabriele Mainetti,3. Mid ($15-75M),3. 120-150 min
Comedy,1992,en,Laurens C. Postma,1. Micro (<$1M),1. Under 90 min
Science Fiction,2005,en,Garth Jennings,3. Mid ($15-75M),2. 90-120 min
Thriller,1988,en,Dwight H. Little,2. Low ($1-15M),1. Under 90 min
Science Fiction,2013,en,J.J. Abrams,5. Blockbuster ($150M+),3. 120-150 min
Romance,1976,it,Emmanuelle Arsan,1. Micro (<$1M),2. 90-120 min
Adventure,2017,en,Phil Volken,1. Micro (<$1M),2. 90-120 min
History,2025,tl,Jerrold Tarog,1. Micro (<$1M),3. 120-150 min
Drama,2022,en,Castille Landon,2. Low ($1-15M),2. 90-120 min
Science Fiction,1986,en,James Cameron,3. Mid ($15-75M),3. 120-150 min
Romance,1980,en,Randal Kleiser,2. Low ($1-15M),2. 90-120 min
Action,2001,en,Frank Oz,3. Mid ($15-75M),3. 120-150 min
Drama,2006,en,Alfredo De Villa,1. Micro (<$1M),2. 90-120 min
Family,2019,en,Bobby Rubio,1. Micro (<$1M),1. Under 90 min
Drama,2024,en,Marco Sandeman,1. Micro (<$1M),1. Under 90 min
Fantasy,2002,en,Tom Brady,3. Mid ($15-75M),2. 90-120 min
Thriller,2002,en,Devin Hamilton,1. Micro (<$1M),1. Under 90 min
Adventure,1983,en,Irvin Kershner,3. Mid ($15-75M),3. 120-150 min
Romance,2012,fr,Régis Roinsard,1. Micro (<$1M),2. 90-120 min
Horror,1999,en,Jon Sorensen,1. Micro (<$1M),1. Under 90 min
Drama,2016,ja,Hitoshi One,1. Micro (<$1M),2. 90-120 min
Horror,2019,en,Tate Taylor,2. Low ($1-15M),2. 90-120 min
Comedy,2019,en,Paul Feig,3. Mid ($15-75M),2. 90-120 min
Science Fiction,2024,en,Peter Browngardt,3. Mid ($15-75M),2. 90-120 min
Animation,2009,en,Wes Anderson,3. Mid ($15-75M),1. Under 90 min
Comedy,2001,en,Michael Rymer,1. Micro (<$1M),2. 90-120 min
Action,2012,en,Boaz Yakin,3. Mid ($15-75M),2. 90-120 min
History,1970,de,Kurt Nachmann,1. Micro (<$1M),1. Under 90 min
Romance,2020,en,Rachel Lee Goldenberg,1. Micro (<$1M),2. 90-120 min
Adventure,2021,en,Will Gluck,3. Mid ($15-75M),2. 90-120 min
Horror,1993,en,Abel Ferrara,2. Low ($1-15M),1. Under 90 min
Action,1996,en,Steve Rash,3. Mid ($15-75M),2. 90-120 min
TV Movie,2007,en,Vadim Jean,2. Low ($1-15M),5. 180+ min
Horror,2006,fr,Kim Chapiron,1. Micro (<$1M),2. 90-120 min
Science Fiction,2011,en,Shawn Levy,4. High ($75-150M),3. 120-150 min
Comedy,1998,en,Daisy von Scherler Mayer,2. Low ($1-15M),1. Under 90 min
Drama,2013,en,Zalman King,1. Micro (<$1M),2. 90-120 min
Romance,2015,en,Suzanne Guacci,1. Micro (<$1M),2. 90-120 min
Thriller,2016,en,Glen Kirby,1. Micro (<$1M),2. 90-120 min
Drama,2018,en,Brett Hanover,1. Micro (<$1M),1. Under 90 min
Action,"",en,"",1. Micro (<$1M),1. Under 90 min
Documentary,2023,hi,Sanjay Puran Singh Chauhan,1. Micro (<$1M),3. 120-150 min
Drama,2024,es,Carles Torrens,1. Micro (<$1M),2. 90-120 min
Western,1994,en,Robert Boris,1. Micro (<$1M),2. 90-120 min
Thriller,2011,en,Lynne Ramsay,2. Low ($1-15M),2. 90-120 min
Drama,2011,nl,Ben Sombogaart,1. Micro (<$1M),2. 90-120 min
Comedy,2014,en,Cary Murnion,1. Micro (<$1M),1. Under 90 min
Crime,2019,en,J.C. Chandor,4. High ($75-150M),3. 120-150 min
Comedy,2018,ja,Hiroshi Miyamoto,1. Micro (<$1M),1. Under 90 min
Romance,2025,ko,Son Hyeon-woo,1. Micro (<$1M),1. Under 90 min
Comedy,2008,da,Thomas Borch Nielsen,1. Micro (<$1M),1. Under 90 min
Thriller,2009,en,Jaume Collet-Serra,3. Mid ($15-75M),3. 120-150 min
Crime,1993,en,Rick King,1. Micro (<$1M),2. 90-120 min
Science Fiction,2014,en,Aaron Moorhead,1. Micro (<$1M),2. 90-120 min
Action,2016,ja,Yuji Shimomura,1. Micro (<$1M),2. 90-120 min
Thriller,2011,en,CHANG,1. Micro (<$1M),1. Under 90 min
Thriller,2022,en,John V. Soto,1. Micro (<$1M),1. Under 90 min
Romance,2024,en,Dallas King,1. Micro (<$1M),1. Under 90 min
Comedy,1962,ms,Dato' S. Roomai Noor,1. Micro (<$1M),2. 90-120 min
Drama,2017,en,Semih Kaplanoğlu,1. Micro (<$1M),3. 120-150 min
Action,2024,en,Claudio Fäh,1. Micro (<$1M),2. 90-120 min
Horror,2025,ko,Hong Won-ki,1. Micro (<$1M),2. 90-120 min
Thriller,1984,en,James Cameron,2. Low ($1-15M),2. 90-120 min
Comedy,1955,sv,Ingmar Bergman,1. Micro (<$1M),2. 90-120 min
Thriller,2000,sv,Mikael Ruttkay Hylin,1. Micro (<$1M),2. 90-120 min
Crime,1971,en,Paul Magwood,1. Micro (<$1M),1. Under 90 min
Comedy,1968,hi,S. S. Vasan,1. Micro (<$1M),3. 120-150 min
Adventure,2020,en,Dave Wilson,3. Mid ($15-75M),2. 90-120 min
Adventure,2022,en,David Yates,5. Blockbuster ($150M+),3. 120-150 min
Animation,2020,no,Frank Mosvold,2. Low ($1-15M),1. Under 90 min
Horror,2019,en,Evan Powers,1. Micro (<$1M),1. Under 90 min
Horror,2025,en,Justin Tipping,3. Mid ($15-75M),2. 90-120 min
Fantasy,2025,en,Dean DeBlois,5. Blockbuster ($150M+),3. 120-150 min
Comedy,2025,th,Ratchapoom Boonbunchachoke,1. Micro (<$1M),3. 120-150 min
Action,"",en,Sam Hargrave,1. Micro (<$1M),1. Under 90 min
Drama,1950,fr,Jean Cocteau,1. Micro (<$1M),2. 90-120 min
Comedy,1985,en,Jerry Paris,2. Low ($1-15M),1. Under 90 min
Music,1984,en,Joel Silberg,2. Low ($1-15M),2. 90-120 min
Music,1987,en,David Irving,1. Micro (<$1M),1. Under 90 min
Horror,1988,en,Thomas R. Rondinella,1. Micro (<$1M),2. 90-120 min
Fantasy,2014,en,Graham Annable,3. Mid ($15-75M),2. 90-120 min
Thriller,2018,en,Sacha Bennett,1. Micro (<$1M),2. 90-120 min
Drama,2016,kn,Nagathihalli Chandrashekar,1. Micro (<$1M),1. Under 90 min
Crime,2024,en,Justin Kurzel,3. Mid ($15-75M),2. 90-120 min
Romance,2000,cn,Wong Kar-Wai,2. Low ($1-15M),2. 90-120 min
Science Fiction,1992,en,Albert Pyun,1. Micro (<$1M),2. 90-120 min
Action,2010,en,Miguel Sapochnik,3. Mid ($15-75M),2. 90-120 min
Romance,2010,en,Shane Dax Taylor,1. Micro (<$1M),2. 90-120 min
Horror,2019,es,Eric Fleitas,1. Micro (<$1M),1. Under 90 min
History,2025,en,Jim O'Hanlon,1. Micro (<$1M),2. 90-120 min
TV Movie,2002,en,Steven Quale,1. Micro (<$1M),5. 180+ min
Comedy,1999,en,Jason Alexander,2. Low ($1-15M),2. 90-120 min
Drama,2014,en,Christian Ditter,1. Micro (<$1M),2. 90-120 min
Thriller,2016,en,Sean Ellis,1. Micro (<$1M),3. 120-150 min
Action,2025,en,Ilir Luma,1. Micro (<$1M),1. Under 90 min
Action,2011,es,Gerardo Naranjo,1. Micro (<$1M),2. 90-120 min
Adventure,2016,en,Dexter Fletcher,3. Mid ($15-75M),2. 90-120 min
Action,2018,en,Steven Spielberg,5. Blockbuster ($150M+),3. 120-150 min
Romance,2021,en,Steven Spielberg,4. High ($75-150M),4. 150-180 min
History,2008,az,Ramiz Fataliyev,1. Micro (<$1M),2. 90-120 min
Science Fiction,2025,en,Scott Derrickson,3. Mid ($15-75M),3. 120-150 min
Drama,2025,ko,Cho Young-myoung,1. Micro (<$1M),2. 90-120 min
Animation,2025,ja,Shota Goshozono,1. Micro (<$1M),2. 90-120 min
Drama,2009,en,Mitchell Lichtenstein,1. Micro (<$1M),2. 90-120 min
Adventure,2024,en,Cinzia Angelini,3. Mid ($15-75M),1. Under 90 min
Comedy,2026,en,Mark Gantt,1. Micro (<$1M),2. 90-120 min
Mystery,1986,en,David Lynch,2. Low ($1-15M),3. 120-150 min
Animation,1939,en,Clyde Geronimi,1. Micro (<$1M),1. Under 90 min
Drama,2012,en,Ishai Setton,1. Micro (<$1M),1. Under 90 min
Action,2012,ja,Tatsuya Nagamine,1. Micro (<$1M),2. 90-120 min
Drama,2016,en,Matt Ross,2. Low ($1-15M),2. 90-120 min
Science Fiction,2019,en,Michael Dougherty,5. Blockbuster ($150M+),3. 120-150 min
Comedy,2023,en,Catherine Hardwicke,3. Mid ($15-75M),2. 90-120 min
Drama,2025,pt,Kleber Mendonça Filho,2. Low ($1-15M),4. 150-180 min
Science Fiction,2026,en,James Watkins,3. Mid ($15-75M),1. Under 90 min
Science Fiction,1999,en,Thomas L. Callaway,1. Micro (<$1M),2. 90-120 min
Drama,1962,fi,Mikko Niskanen,1. Micro (<$1M),2. 90-120 min
Horror,2014,en,Gerard Johnstone,1. Micro (<$1M),2. 90-120 min
Comedy,2016,en,Byron Howard,5. Blockbuster ($150M+),2. 90-120 min
Action,2017,en,Michael Bay,5. Blockbuster ($150M+),4. 150-180 min
Mystery,2017,en,Rachel Perkins,1. Micro (<$1M),2. 90-120 min
Thriller,2022,en,David Bryant,1. Micro (<$1M),1. Under 90 min
Romance,1955,de,Ernst Marischka,1. Micro (<$1M),2. 90-120 min
Crime,2008,en,David Ayer,3. Mid ($15-75M),2. 90-120 min
Drama,1997,en,Jon Avnet,3. Mid ($15-75M),3. 120-150 min
Drama,1991,en,Don Boyd,1. Micro (<$1M),2. 90-120 min
TV Movie,1986,sv,Lars Molin,1. Micro (<$1M),1. Under 90 min
Thriller,2021,pt,Ricardo M. Leite,1. Micro (<$1M),1. Under 90 min
Music,2025,hi,Mohit Suri,2. Low ($1-15M),4. 150-180 min
Fantasy,1996,en,Rob Cohen,3. Mid ($15-75M),2. 90-120 min
Thriller,2003,ko,Bong Joon Ho,2. Low ($1-15M),3. 120-150 min
Drama,1981,es,Carlos Saura,1. Micro (<$1M),2. 90-120 min
Drama,2017,en,James Franco,2. Low ($1-15M),2. 90-120 min
Mystery,2020,en,Yorgos Lanthimos,1. Micro (<$1M),1. Under 90 min
Fantasy,1975,en,Jim Sharman,2. Low ($1-15M),2. 90-120 min
Crime,2014,en,Christopher Miller,3. Mid ($15-75M),2. 90-120 min
Action,2018,en,Fede Álvarez,3. Mid ($15-75M),2. 90-120 min
Romance,1935,en,James Tinling,1. Micro (<$1M),1. Under 90 min
Science Fiction,"",sr,Filip Kovačević,1. Micro (<$1M),1. Under 90 min
Western,2004,en,Joe Johnston,4. High ($75-150M),3. 120-150 min
Thriller,2009,en,Mikey Hilb,1. Micro (<$1M),2. 90-120 min
Drama,1945,en,Otto Preminger,1. Micro (<$1M),2. 90-120 min
Comedy,2016,en,Garth Jennings,4. High ($75-150M),2. 90-120 min
Horror,1952,hi,R.C. Talwar,1. Micro (<$1M),4. 150-180 min
Action,2017,en,Edgar Wright,3. Mid ($15-75M),2. 90-120 min
Drama,2024,en,Jason Reitman,3. Mid ($15-75M),2. 90-120 min
Thriller,2025,id,Kimo Stamboel,1. Micro (<$1M),2. 90-120 min
Thriller,2009,en,Christian Alvart,3. Mid ($15-75M),2. 90-120 min
Thriller,2015,en,Owen Egerton,1. Micro (<$1M),1. Under 90 min
Comedy,2022,en,Kalani Hubbard,1. Micro (<$1M),2. 90-120 min
Drama,2024,fr,Céline Sallette,1. Micro (<$1M),2. 90-120 min
Mystery,2025,en,Osgood Perkins,2. Low ($1-15M),2. 90-120 min
Comedy,2005,en,Martin Curland,1. Micro (<$1M),2. 90-120 min
Thriller,2002,en,Gerry Lively,1. Micro (<$1M),2. 90-120 min
Drama,2010,en,Bruce McDonald,1. Micro (<$1M),1. Under 90 min
Drama,2010,is,Grímur Hákonarson,1. Micro (<$1M),1. Under 90 min
Thriller,2013,en,Stephen Reynolds,1. Micro (<$1M),2. 90-120 min
Adventure,2023,en,Scott Waugh,4. High ($75-150M),2. 90-120 min
Music,1969,en,Yoko Ono,1. Micro (<$1M),1. Under 90 min
Science Fiction,2020,ru,Fyodor Bondarchuk,2. Low ($1-15M),3. 120-150 min
Drama,1990,en,Adrian Lyne,3. Mid ($15-75M),2. 90-120 min
Family,1967,en,Wolfgang Reitherman,2. Low ($1-15M),1. Under 90 min
Thriller,2005,en,David J. Burke,3. Mid ($15-75M),2. 90-120 min
Comedy,1979,en,James Frawley,2. Low ($1-15M),2. 90-120 min
Thriller,2010,en,Pierre Morel,3. Mid ($15-75M),2. 90-120 min
Action,2013,en,Gavin Hood,4. High ($75-150M),2. 90-120 min
Documentary,2012,en,Spike Lee,1. Micro (<$1M),3. 120-150 min
Crime,2000,en,Antoine Fuqua,3. Mid ($15-75M),2. 90-120 min
Drama,2000,en,Élie Chouraqui,1. Micro (<$1M),3. 120-150 min
Thriller,2013,en,Paul J. Porter,1. Micro (<$1M),2. 90-120 min
Drama,2024,en,Erich von Stroheim,1. Micro (<$1M),3. 120-150 min
Drama,1988,en,Garry Marshall,3. Mid ($15-75M),3. 120-150 min
Drama,2009,hi,Rajkumar Hirani,2. Low ($1-15M),4. 150-180 min
History,1986,en,Trevor Nunn,2. Low ($1-15M),3. 120-150 min
Comedy,1941,en,Arthur Lubin,1. Micro (<$1M),1. Under 90 min
Mystery,2009,en,Richard Dutcher,2. Low ($1-15M),3. 120-150 min
Thriller,2013,en,James DeMonaco,2. Low ($1-15M),1. Under 90 min
Action,2015,en,Andrew Goth,3. Mid ($15-75M),2. 90-120 min
Thriller,2025,en,Steve Barnett,2. Low ($1-15M),1. Under 90 min
Horror,1990,en,John Lafia,2. Low ($1-15M),1. Under 90 min
Romance,2006,en,Chris Noonan,3. Mid ($15-75M),2. 90-120 min
Romance,1956,en,Henry King,1. Micro (<$1M),3. 120-150 min
Romance,2015,en,Yorgos Lanthimos,2. Low ($1-15M),2. 90-120 min
Science Fiction,2021,en,Johannes Roberts,3. Mid ($15-75M),2. 90-120 min
Crime,2024,pl,Michał Gazda,1. Micro (<$1M),2. 90-120 min
Crime,1988,en,Walter Hill,3. Mid ($15-75M),2. 90-120 min
Drama,2014,en,Darren Aronofsky,4. High ($75-150M),3. 120-150 min
Adventure,2015,en,Richard Starzak,3. Mid ($15-75M),1. Under 90 min
Comedy,2015,en,Sean Baker,1. Micro (<$1M),1. Under 90 min
Drama,2024,en,Kevin Costner,3. Mid ($15-75M),5. 180+ min
Crime,2014,da,Hjalmar Davidsen,1. Micro (<$1M),1. Under 90 min
War,1978,en,Michael Cimino,3. Mid ($15-75M),5. 180+ min
Adventure,2005,en,Charles Sturridge,3. Mid ($15-75M),2. 90-120 min
Action,2010,en,James Mangold,4. High ($75-150M),2. 90-120 min
Crime,2010,ca,Agustí Villaronga,2. Low ($1-15M),2. 90-120 min
Mystery,1996,ja,Kaizo Hayashi,1. Micro (<$1M),2. 90-120 min
Fantasy,2015,en,Tim Johnson,4. High ($75-150M),2. 90-120 min
Horror,2018,en,Chris Mul,1. Micro (<$1M),1. Under 90 min
Drama,2022,pl,Barbara Białowąs,1. Micro (<$1M),2. 90-120 min
Thriller,2023,fr,Fabien Carrabin,1. Micro (<$1M),2. 90-120 min
Family,1960,de,Christoph Engel,1. Micro (<$1M),1. Under 90 min
Drama,1999,en,John Sayles,2. Low ($1-15M),3. 120-150 min
Adventure,2013,en,Chris Wedge,4. High ($75-150M),2. 90-120 min
Family,2013,pt,Thierry Ragobert,1. Micro (<$1M),1. Under 90 min
Crime,2021,en,Craig Gillespie,5. Blockbuster ($150M+),3. 120-150 min
Action,2017,en,Christopher Nolan,5. Blockbuster ($150M+),2. 90-120 min
TV Movie,1972,pl,Julian Dziedzina,1. Micro (<$1M),1. Under 90 min
Adventure,2005,en,Mike Newell,5. Blockbuster ($150M+),4. 150-180 min
Drama,2002,en,Jake Kasdan,3. Mid ($15-75M),1. Under 90 min
